Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Expected_stay_days,Reservation_gap
11654529,M,51,caucasian,High-School,50K -- 100K,West,Resort,2,1,2,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,10,235,2,180
71590901,F,61,African American,Mid-School,50K -- 100K,South,Airport Hotels,2,1,1,BB,No,No,Refundable,Online,No,Check-In,Yes,10,148,3,212
10441750,M,21,Latino,College,<25K,North,City Hotel,2,3,0,HB,Yes,No,Non-Refundable,Direct,Yes,Check-In,No,0,202,3,199
35737419,F,64,Asian American,College,<25K,North,Resort,3,3,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,146,1,114
29508292,F,41,Asian American,Grad,50K -- 100K,West,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,189,2,123
83687524,F,23,Asian American,High-School,50K -- 100K,South,City Hotel,4,1,1,HB,No,No,Refundable,Online,Yes,Check-In,Yes,15,159,2,186
22123976,F,35,African American,Grad,25K --50K,South,Airport Hotels,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,222,1,107
80897705,F,48,African American,College,<25K,South,Resort,1,2,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,25,173,1,46
32446182,M,48,Asian American,College,<25K,North,Resort,2,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,124,2,128
72250326,M,62,caucasian,College,>100K,South,Resort,1,2,0,BB,Yes,No,Non-Refundable,Online,No,Check-In,Yes,5,243,1,48
20076183,F,45,Asian American,High-School,25K --50K,South,Resort,5,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,203,1,58
45404106,M,33,Asian American,College,50K -- 100K,East,Airport Hotels,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,177,1,156
19381712,F,46,Latino,Grad,25K --50K,South,City Hotel,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,119,2,30
24484451,F,50,African American,College,<25K,West,Airport Hotels,2,3,1,HB,No,No,Refundable,Online,Yes,Check-In,Yes,40,159,4,128
86906215,F,39,Latino,High-School,>100K,South,City Hotel,5,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,135,1,57
42665608,F,32,African American,Mid-School,<25K,North,City Hotel,1,1,2,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,233,1,171
88025109,F,25,Asian American,High-School,50K -- 100K,North,Resort,3,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,116,2,141
36320129,M,58,caucasian,Grad,<25K,South,City Hotel,3,3,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,129,2,18
7052806,M,31,African American,Mid-School,50K -- 100K,South,City Hotel,3,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,218,1,41
51570813,F,24,African American,Grad,50K -- 100K,North,Airport Hotels,2,1,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,218,2,48
42295122,M,42,Latino,College,25K --50K,South,City Hotel,1,1,0,FB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,5,188,2,177
32935105,M,50,Asian American,Mid-School,>100K,West,City Hotel,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,117,1,193
23900988,M,29,caucasian,College,25K --50K,South,Airport Hotels,4,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,153,1,204
10745504,F,30,caucasian,High-School,50K -- 100K,East,City Hotel,1,2,0,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,Yes,25,160,2,128
6949472,M,34,caucasian,Mid-School,25K --50K,West,Resort,2,2,1,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,123,1,208
7780503,F,68,caucasian,College,>100K,North,Airport Hotels,1,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,111,2,71
49944977,M,51,African American,College,50K -- 100K,South,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,No,Check-In,Yes,20,104,1,74
20459968,F,40,Asian American,High-School,<25K,West,Resort,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,132,1,205
96786290,M,23,Asian American,Grad,<25K,West,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,112,1,84
85083479,M,34,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2,1,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,184,2,134
94728404,M,64,African American,Mid-School,50K -- 100K,North,Resort,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,191,1,109
85469468,M,59,Latino,High-School,>100K,South,City Hotel,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,No,0,178,1,73
5508298,M,60,African American,College,50K -- 100K,West,Resort,4,1,0,HB,Yes,No,Refundable,Direct,No,Check-In,No,0,163,4,9
21795543,M,62,Latino,College,>100K,North,Resort,1,2,1,HB,No,No,Refundable,Online,No,Check-In,Yes,10,148,2,22
8403410,F,29,caucasian,College,25K --50K,North,City Hotel,1,1,0,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,208,1,218
76095110,M,53,caucasian,Mid-School,>100K,South,Resort,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,15,203,1,93
42737131,F,62,African American,College,25K --50K,North,City Hotel,3,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,160,1,196
37029810,M,29,caucasian,College,>100K,South,Airport Hotels,3,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,30,244,1,181
81318801,M,28,African American,High-School,<25K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,224,2,218
84670374,M,69,caucasian,College,25K --50K,East,Airport Hotels,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,191,1,142
27585570,F,57,African American,Mid-School,>100K,South,City Hotel,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,164,1,114
69366108,F,23,Asian American,Mid-School,50K -- 100K,East,Resort,3,2,0,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,147,3,37
10267362,M,35,Latino,Mid-School,25K --50K,South,City Hotel,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,175,1,211
91337544,F,61,Latino,High-School,<25K,West,Resort,1,1,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,121,1,78
94467669,F,57,African American,Mid-School,25K --50K,West,City Hotel,3,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,236,1,30
22854757,F,26,African American,High-School,<25K,North,Resort,3,2,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,129,3,1
88413678,M,56,Latino,College,<25K,West,Airport Hotels,1,1,0,HB,No,No,Refundable,Online,No,Check-In,No,0,185,1,25
65894391,M,44,African American,College,>100K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Agent,No,Canceled,Yes,10,115,2,82
28838871,F,19,Latino,Grad,25K --50K,West,City Hotel,5,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,5,158,3,136
49370462,F,40,African American,College,>100K,South,City Hotel,2,1,0,HB,No,No,Refundable,Direct,Yes,No-Show,Yes,15,122,2,21
55737260,F,58,African American,Mid-School,50K -- 100K,South,City Hotel,4,3,1,HB,No,No,Refundable,Direct,No,No-Show,Yes,10,159,1,78
21971408,M,18,Asian American,College,25K --50K,East,City Hotel,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,236,2,214
74823604,F,29,African American,College,50K -- 100K,North,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,219,4,93
26650417,F,43,Latino,College,25K --50K,East,City Hotel,3,2,0,BB,Yes,No,No Deposit,Direct,No,Check-In,No,0,200,2,98
65658296,M,41,African American,College,50K -- 100K,West,Airport Hotels,3,3,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,20,117,2,102
89932102,F,59,Asian American,College,25K --50K,North,Airport Hotels,2,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,5,121,1,215
50416151,F,35,caucasian,Mid-School,25K --50K,South,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,184,2,78
94318085,F,26,Latino,College,25K --50K,North,Resort,5,1,0,BB,Yes,No,No Deposit,Direct,No,No-Show,Yes,5,118,3,20
41517931,F,62,caucasian,College,25K --50K,North,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,245,1,145
52406663,F,41,caucasian,College,>100K,West,City Hotel,2,2,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,112,1,109
39521200,M,28,African American,Grad,>100K,South,Resort,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,109,4,173
58969044,M,24,Latino,Grad,25K --50K,East,City Hotel,2,1,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,160,1,194
9280813,F,42,African American,Mid-School,50K -- 100K,South,Resort,1,3,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,40,215,1,130
77884516,F,28,caucasian,College,50K -- 100K,South,Airport Hotels,1,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,209,1,75
98414475,M,62,African American,Mid-School,<25K,West,Airport Hotels,4,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,174,2,39
37859352,M,35,Asian American,Grad,25K --50K,South,Resort,2,3,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,137,1,125
95773419,F,31,African American,High-School,25K --50K,South,Resort,1,2,0,HB,No,No,Non-Refundable,Online,Yes,No-Show,No,0,236,3,205
22303735,M,61,caucasian,High-School,50K -- 100K,South,Resort,2,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,25,168,1,185
27637016,F,28,caucasian,Mid-School,25K --50K,South,Airport Hotels,2,1,0,HB,Yes,Yes,Non-Refundable,Direct,Yes,Check-In,Yes,10,242,1,90
64351195,M,45,caucasian,College,25K --50K,West,City Hotel,2,1,1,BB,No,No,Refundable,Online,Yes,Canceled,Yes,5,136,1,-1
21532906,M,21,Asian American,College,50K -- 100K,South,Airport Hotels,3,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,206,1,12
10579986,F,27,caucasian,College,>100K,South,Resort,2,1,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,5,236,1,80
51642550,M,24,Latino,Grad,>100K,East,Resort,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,134,3,114
40027800,M,22,African American,College,>100K,South,Airport Hotels,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,No,0,162,1,136
91349224,M,41,Asian American,College,50K -- 100K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,175,1,34
77902080,M,44,caucasian,High-School,>100K,South,Resort,2,2,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,138,4,195
16035793,F,53,Latino,College,25K --50K,South,Resort,2,2,1,BB,No,No,Non-Refundable,Direct,Yes,Check-In,No,0,121,2,31
79264877,F,37,Latino,College,25K --50K,South,Resort,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,168,3,72
30906622,M,55,caucasian,Mid-School,<25K,North,City Hotel,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,100,1,219
37783289,F,46,Asian American,Mid-School,<25K,South,Resort,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Canceled,Yes,40,242,3,217
2694171,F,43,Asian American,College,50K -- 100K,North,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,126,3,111
98567616,M,20,African American,College,<25K,East,Resort,1,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,111,4,-4
37861063,M,35,African American,High-School,<25K,South,City Hotel,5,2,0,HB,No,No,No Deposit,Agent,No,No-Show,Yes,5,180,4,31
28686289,M,62,Asian American,High-School,50K -- 100K,South,Resort,1,1,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,148,2,126
35653397,M,28,caucasian,College,<25K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,No-Show,No,0,113,3,154
37327381,F,40,Asian American,High-School,<25K,South,City Hotel,1,3,1,HB,No,No,No Deposit,Online,No,No-Show,Yes,40,117,3,213
4612774,F,45,caucasian,Grad,25K --50K,West,City Hotel,2,1,0,HB,Yes,No,Refundable,Agent,No,Check-In,Yes,5,210,3,168
3827122,F,55,African American,Grad,<25K,North,Airport Hotels,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,182,1,220
61934573,F,47,African American,High-School,50K -- 100K,South,City Hotel,3,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,248,1,101
53830204,M,45,Latino,College,>100K,North,Resort,3,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,241,2,134
59406255,M,46,Latino,High-School,50K -- 100K,South,City Hotel,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,No-Show,Yes,5,241,1,100
51568053,F,56,African American,College,25K --50K,West,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,200,4,-4
35708263,F,39,caucasian,College,50K -- 100K,West,Resort,4,3,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,25,167,1,69
48743555,F,26,caucasian,Grad,>100K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,233,1,140
38727631,F,47,caucasian,Mid-School,<25K,South,City Hotel,1,1,0,HB,No,No,No Deposit,Direct,Yes,No-Show,Yes,5,175,1,64
48826087,F,45,caucasian,Grad,25K --50K,South,Airport Hotels,1,1,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,25,206,1,100
61310700,F,51,Latino,High-School,<25K,East,City Hotel,5,3,1,HB,No,No,Refundable,Online,Yes,No-Show,Yes,40,167,2,17
81806354,F,66,caucasian,Mid-School,25K --50K,West,City Hotel,1,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,242,2,208
80085965,F,68,African American,Grad,<25K,North,City Hotel,5,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,215,1,27
85139194,M,59,caucasian,Mid-School,25K --50K,South,City Hotel,1,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,180,1,170
66373615,F,63,Latino,Grad,<25K,North,Airport Hotels,3,1,1,BB,Yes,Yes,No Deposit,Direct,Yes,Canceled,Yes,10,244,3,196
4032953,F,40,caucasian,Grad,50K -- 100K,North,Resort,3,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,248,1,125
77126705,M,60,caucasian,High-School,50K -- 100K,West,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,40,212,1,66
878147,M,31,African American,College,50K -- 100K,North,City Hotel,2,1,0,BB,Yes,No,Non-Refundable,Agent,Yes,No-Show,Yes,10,214,2,160
51215887,M,28,Latino,Grad,25K --50K,North,Airport Hotels,2,3,0,HB,No,No,Refundable,Agent,No,Check-In,Yes,20,158,3,166
15054089,F,24,African American,High-School,>100K,South,City Hotel,2,1,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,25,219,2,64
14619319,F,27,Latino,College,<25K,South,City Hotel,2,1,1,HB,No,No,No Deposit,Online,No,No-Show,No,0,202,1,96
15399625,M,44,Latino,High-School,<25K,West,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,No,0,167,1,52
17527761,M,66,Latino,College,<25K,South,City Hotel,2,1,1,BB,No,No,Non-Refundable,Direct,Yes,Canceled,Yes,20,210,2,179
19995098,F,48,Latino,College,25K --50K,West,Resort,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,168,2,152
18739524,F,32,Asian American,Grad,50K -- 100K,South,City Hotel,2,3,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,30,120,3,51
90217134,M,25,African American,High-School,50K -- 100K,West,City Hotel,1,3,0,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,20,125,1,178
51865744,F,62,Latino,College,<25K,West,Airport Hotels,3,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,147,3,5
803299,M,34,African American,College,<25K,South,Resort,2,3,1,HB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,10,243,1,23
88908216,M,38,Asian American,Mid-School,>100K,West,City Hotel,1,3,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,172,3,55
83771843,M,22,Latino,College,<25K,West,City Hotel,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,193,1,97
24402419,F,52,caucasian,Grad,50K -- 100K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,237,1,187
49334170,M,43,African American,Mid-School,25K --50K,South,Resort,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,227,3,6
36903371,F,32,African American,Grad,50K -- 100K,North,City Hotel,2,3,0,BB,No,No,No Deposit,Direct,No,Canceled,Yes,20,248,1,48
67974808,F,46,Asian American,College,<25K,East,Resort,2,2,2,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,244,1,197
34347896,M,47,Latino,High-School,50K -- 100K,West,Airport Hotels,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,220,2,13
48121596,F,41,Asian American,College,<25K,West,Resort,2,3,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,176,4,190
39939019,M,43,African American,Mid-School,50K -- 100K,South,Resort,4,2,0,BB,Yes,No,Non-Refundable,Online,Yes,No-Show,Yes,40,103,3,202
32599213,F,64,caucasian,Mid-School,25K --50K,North,City Hotel,3,2,1,BB,No,No,Refundable,Online,Yes,Canceled,Yes,5,205,1,158
88629961,F,23,African American,Mid-School,<25K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,15,110,1,60
21823867,M,31,Asian American,High-School,25K --50K,East,City Hotel,2,1,1,BB,No,No,No Deposit,Online,No,No-Show,Yes,20,227,1,192
21367737,F,50,African American,High-School,25K --50K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,191,3,75
10568800,M,38,caucasian,Mid-School,50K -- 100K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,248,4,168
3159584,F,50,caucasian,College,25K --50K,East,City Hotel,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,25,118,3,111
76769442,F,65,Asian American,Grad,50K -- 100K,East,Resort,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,106,2,152
53891368,M,55,Asian American,College,25K --50K,West,City Hotel,4,2,0,BB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,20,163,1,40
44125719,M,50,Latino,Grad,50K -- 100K,West,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,219,1,204
81395396,M,27,African American,College,50K -- 100K,East,City Hotel,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,238,1,85
87101267,F,37,caucasian,Mid-School,25K --50K,North,Airport Hotels,2,1,1,BB,No,No,Refundable,Direct,No,Canceled,Yes,10,209,1,104
95018459,M,27,Asian American,Grad,50K -- 100K,South,Resort,2,1,0,BB,Yes,Yes,Non-Refundable,Direct,Yes,No-Show,Yes,20,131,2,61
18792639,F,27,Asian American,Grad,<25K,South,City Hotel,1,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,158,3,181
30730242,M,27,Latino,College,<25K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,237,1,-1
23523126,M,58,Latino,College,50K -- 100K,South,City Hotel,5,2,0,BB,No,No,Non-Refundable,Online,No,Canceled,Yes,30,139,4,81
57020232,F,26,caucasian,High-School,25K --50K,North,City Hotel,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,147,1,6
77413968,M,34,Asian American,College,25K --50K,North,Resort,3,3,1,BB,Yes,Yes,Refundable,Online,No,Canceled,Yes,5,164,4,143
70931789,M,35,Latino,Grad,<25K,South,Resort,2,1,1,BB,Yes,No,No Deposit,Direct,No,Canceled,Yes,10,220,1,120
11485978,M,45,Asian American,Grad,<25K,North,City Hotel,1,1,1,BB,No,No,Refundable,Direct,Yes,Canceled,No,0,212,3,31
88767976,F,56,Asian American,High-School,25K --50K,South,Airport Hotels,2,3,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,108,2,123
84729534,F,23,African American,College,<25K,East,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,177,2,93
41343769,M,41,caucasian,College,>100K,East,City Hotel,2,2,1,HB,No,No,Refundable,Agent,Yes,Check-In,No,0,180,4,86
43410890,M,32,Asian American,College,25K --50K,East,Resort,2,1,1,BB,No,No,No Deposit,Online,No,Canceled,Yes,5,171,1,70
73035691,M,46,Asian American,Mid-School,25K --50K,South,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,15,150,1,45
43758077,F,64,caucasian,Mid-School,25K --50K,East,City Hotel,4,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,167,1,47
63724328,F,25,Asian American,Grad,50K -- 100K,North,Airport Hotels,3,2,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,No,0,165,3,136
5879585,F,52,caucasian,Grad,25K --50K,West,City Hotel,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,No-Show,Yes,5,133,2,95
62076530,M,49,African American,Grad,<25K,West,Resort,2,1,1,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,108,3,25
23872928,F,39,caucasian,Grad,25K --50K,South,City Hotel,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,20,167,1,52
14481033,M,61,African American,College,25K --50K,South,Airport Hotels,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,176,1,173
51751524,M,55,Asian American,Grad,25K --50K,West,Resort,2,3,0,HB,Yes,Yes,Refundable,Agent,Yes,No-Show,No,0,190,1,102
60521244,M,66,Latino,Mid-School,<25K,South,Resort,3,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,220,2,120
13070029,F,65,African American,College,50K -- 100K,South,Airport Hotels,5,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,10,125,4,35
1300846,M,57,Latino,Mid-School,<25K,East,Airport Hotels,1,3,0,HB,No,No,Refundable,Online,No,Check-In,Yes,5,149,1,170
31596498,F,64,Latino,College,>100K,South,Airport Hotels,3,1,0,BB,No,No,No Deposit,Direct,Yes,No-Show,Yes,10,130,3,63
79264553,F,53,Latino,College,>100K,South,City Hotel,4,3,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,234,2,203
46016209,F,53,Asian American,College,<25K,West,Resort,2,3,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,40,214,1,187
2937725,F,58,Asian American,College,>100K,East,Resort,1,3,0,HB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,10,246,3,175
73128278,F,62,Asian American,College,<25K,South,City Hotel,3,2,0,HB,No,No,Refundable,Online,No,Canceled,No,0,207,1,71
42864544,F,55,Asian American,College,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,146,2,7
4283158,M,56,Asian American,College,50K -- 100K,South,Airport Hotels,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,165,1,98
93117111,M,34,African American,High-School,50K -- 100K,North,Resort,5,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,128,1,184
39380347,F,70,caucasian,Mid-School,<25K,West,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,144,1,38
6874698,M,31,caucasian,High-School,50K -- 100K,North,Airport Hotels,1,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,168,3,107
3175802,M,27,caucasian,College,25K --50K,East,City Hotel,1,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,217,1,61
27041880,M,70,caucasian,College,>100K,South,Airport Hotels,1,2,0,HB,Yes,No,No Deposit,Online,No,Check-In,No,0,217,2,23
90806593,F,44,caucasian,College,50K -- 100K,East,City Hotel,2,1,1,HB,No,No,Refundable,Online,Yes,Canceled,Yes,10,139,2,217
96519339,F,48,Latino,College,>100K,East,City Hotel,3,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,123,2,141
35281975,M,25,African American,Mid-School,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,183,1,211
24549614,F,40,Asian American,College,50K -- 100K,South,Airport Hotels,4,1,0,HB,Yes,Yes,No Deposit,Online,No,Check-In,No,0,132,1,82
54033017,F,39,Asian American,Grad,50K -- 100K,North,City Hotel,4,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,142,2,-1
25980435,M,63,caucasian,High-School,50K -- 100K,West,Resort,1,2,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,102,1,101
38777652,M,50,Asian American,College,25K --50K,South,City Hotel,5,2,2,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,40,159,1,191
15411211,M,45,Asian American,Mid-School,25K --50K,West,Resort,2,2,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,114,1,6
10705481,M,50,African American,Mid-School,<25K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,241,1,121
66728407,M,67,Asian American,High-School,>100K,South,Resort,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,5,239,2,215
74863993,F,43,Asian American,High-School,<25K,West,Airport Hotels,5,3,0,BB,Yes,No,No Deposit,Online,No,No-Show,Yes,15,186,2,101
64776968,M,23,African American,High-School,25K --50K,North,Airport Hotels,1,1,1,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,20,126,1,15
3076304,M,36,Asian American,College,<25K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,131,3,148
33373346,M,46,African American,Grad,50K -- 100K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,10,186,2,88
87424342,F,21,Latino,High-School,50K -- 100K,West,Resort,2,1,1,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,5,153,4,78
82338513,F,39,caucasian,College,50K -- 100K,South,City Hotel,3,1,0,BB,Yes,Yes,Non-Refundable,Online,Yes,No-Show,No,0,245,4,187
27081929,F,60,caucasian,College,>100K,South,Airport Hotels,2,1,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,182,1,99
40942145,F,50,African American,College,>100K,North,Airport Hotels,1,2,1,HB,No,No,No Deposit,Direct,Yes,No-Show,Yes,40,137,3,2
99642477,M,66,African American,Grad,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,5,124,1,88
60795259,M,63,caucasian,College,25K --50K,North,Resort,3,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,112,1,34
52646663,M,23,Latino,College,50K -- 100K,West,Resort,4,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,177,3,81
